filename,artist,style,genre
68145.jpg,Carlo Crivelli,Early Renaissance,religious painting
45425.jpg,John Ruskin,Romanticism,landscape
89183.jpg,Thomas Sully,Romanticism,sketch and study
90264.jpg,Otto Dix,Expressionism,portrait
78722.jpg,Frida Kahlo,Naïve Art (Primitivism),portrait
18126.jpg,Henri Matisse,Expressionism,genre painting
90522.jpg,Pierre Bonnard,Post-Impressionism,landscape
35824.jpg,Pablo Picasso,Realism,portrait
56637.jpg,Jean Auguste Dominique Ingres,Neoclassicism,self-portrait
2585.jpg,Tintoretto,Mannerism (Late Renaissance),religious painting
101421.jpg,Frida Kahlo,Naïve Art (Primitivism),self-portrait
28154.jpg,Pierre Bonnard,Intimism,genre painting
18733.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
34104.jpg,Utagawa Kuniyoshi,Ukiyo-e,genre painting
101281.jpg,Jean-Michel Basquiat,Neo-Expressionism,figurative
86099.jpg,John Henry Twachtman,Impressionism,landscape
48333.jpg,William-Adolphe Bouguereau,Neoclassicism,portrait
90140.jpg,Johan Hendrik Weissenbruch,Realism,landscape
11876.jpg,Claude Monet,Impressionism,landscape
20739.jpg,Salvador Dali,Surrealism,still life
66072.jpg,Sir Lawrence Alma-Tadema,Romanticism,genre painting
57385.jpg,Giorgio Vasari,Mannerism (Late Renaissance),religious painting
21549.jpg,Carlo Crivelli,Early Renaissance,religious painting
98353.jpg,Ferdinand Hodler,Realism,religious painting
71830.jpg,Giovanni Boldini,Realism,portrait
27785.jpg,Salvador Dali,Surrealism,symbolic painting
50682.jpg,Salvador Dali,Surrealism,interior
100422.jpg,Balthus,Expressionism,genre painting
21459.jpg,Paul Signac,Pointillism,cityscape
94742.jpg,Johannes Vermeer,Baroque,genre painting
51721.jpg,Pierre Bonnard,Post-Impressionism,genre painting
47094.jpg,Claude Monet,Impressionism,landscape
30367.jpg,Peter Paul Rubens,Baroque,mythological painting
15954.jpg,Carl Spitzweg,Biedermeier,genre painting
44560.jpg,Gustave Caillebotte,Impressionism,landscape
78053.jpg,Albrecht Durer,Northern Renaissance,religious painting
89207.jpg,Aubrey Beardsley,Art Nouveau (Modern),illustration
88970.jpg,Sandro Botticelli,Early Renaissance,illustration
94976.jpg,Claude Monet,Impressionism,landscape
31651.jpg,Lucas Cranach the Elder,Northern Renaissance,portrait
61591.jpg,Salvador Dali,Surrealism,landscape
92422.jpg,Utagawa Kuniyoshi,Ukiyo-e,mythological painting
78765.jpg,Johan Hendrik Weissenbruch,Realism,landscape
62314.jpg,Aubrey Beardsley,Art Nouveau (Modern),genre painting
48202.jpg,Luca Signorelli,High Renaissance,portrait
38613.jpg,Vincent van Gogh,Post-Impressionism,portrait
75666.jpg,Childe Hassam,Impressionism,landscape
87146.jpg,William-Adolphe Bouguereau,Realism,genre painting
27880.jpg,Dante Gabriel Rossetti,Romanticism,mythological painting
19229.jpg,Utagawa Kunisada,Ukiyo-e,yakusha-e
18524.jpg,Otto Dix,Expressionism,nude painting (nu)
2521.jpg,Honore Daumier,Realism,genre painting
46589.jpg,Georges de la Tour,Tenebrism,religious painting
19510.jpg,Caravaggio,Baroque,allegorical painting
88670.jpg,Georges de la Tour,Tenebrism,genre painting
514.jpg,Vincent van Gogh,Realism,sketch and study
96706.jpg,Gustave Caillebotte,Impressionism,flower painting
69716.jpg,David Kakabadze,Abstract Art,abstract
48980.jpg,Dante Gabriel Rossetti,Romanticism,genre painting
33672.jpg,Pablo Picasso,Post-Impressionism,genre painting
49069.jpg,Guido Reni,Baroque,religious painting
57251.jpg,William Hogarth,Rococo,allegorical painting
74288.jpg,Tsuguharu Foujita,Magic Realism,portrait
60311.jpg,Jean-Michel Basquiat,Neo-Expressionism,figurative
101076.jpg,Matthias Grünewald,Northern Renaissance,portrait
34624.jpg,Pietro Perugino,High Renaissance,nude painting (nu)
67629.jpg,Matthias Grünewald,Northern Renaissance,portrait
71953.jpg,Aubrey Beardsley,Art Nouveau (Modern),design
14000.jpg,Norman Rockwell,Regionalism,genre painting
69650.jpg,Felicien Rops,Symbolism,sketch and study
29104.jpg,Utagawa Kuniyoshi,Ukiyo-e,mythological painting
36251.jpg,Dante Gabriel Rossetti,Romanticism,portrait
63532.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
1878.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
67106.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
46934.jpg,Michelangelo,High Renaissance,sketch and study
99031.jpg,Felicien Rops,Symbolism,nude painting (nu)
62246.jpg,Balthus,Expressionism,landscape
15300.jpg,Vincent van Gogh,Post-Impressionism,still life
97196.jpg,Frederic Leighton,Academicism,portrait
57473.jpg,Felix Vallotton ,Realism,self-portrait
28205.jpg,Norman Rockwell,Regionalism,genre painting
54672.jpg,Albrecht Durer,Northern Renaissance,portrait
4191.jpg,Mark Rothko,Color Field Painting,abstract
44008.jpg,Alexey  Bogolyubov,Realism,cityscape
98322.jpg,Joseph Wright,Romanticism,landscape
16954.jpg,George Frederick Watts,Symbolism,allegorical painting
25822.jpg,Francois Boucher,Rococo,mythological painting
79480.jpg,Vincent van Gogh,Post-Impressionism,cityscape
63421.jpg,Norman Rockwell,Regionalism,genre painting
1524.jpg,Utagawa Kuniyoshi,Ukiyo-e,landscape
8305.jpg,Filippo Lippi,Early Renaissance,religious painting
35812.jpg,Utagawa Kuniyoshi,Ukiyo-e,genre painting
86123.jpg,Max Beckmann,Expressionism,genre painting
37135.jpg,Pierre Bonnard,Intimism,nude painting (nu)
79564.jpg,William-Adolphe Bouguereau,Neoclassicism,portrait
101749.jpg,Paul Delvaux,Surrealism,religious painting
24986.jpg,Titian,High Renaissance,portrait
12426.jpg,Ion Alin Gheorghiu,Abstract Art,abstract
25711.jpg,Katsushika Hokusai,Ukiyo-e,animal painting
17668.jpg,Claude Monet,Impressionism,landscape
5874.jpg,Bernardo Strozzi,Baroque,allegorical painting
77388.jpg,Georges Seurat,Pointillism,cityscape
5867.jpg,Vincent van Gogh,Post-Impressionism,flower painting
79089.jpg,Utagawa Kuniyoshi,Ukiyo-e,cityscape
29335.jpg,Utagawa Kuniyoshi,Ukiyo-e,landscape
27805.jpg,Duccio,Proto Renaissance,religious painting
72972.jpg,Konstantinos Volanakis,Realism,marina
2289.jpg,George Bellows,American Realism,genre painting
101878.jpg,Balthus,Surrealism,landscape
84556.jpg,Limbourg brothers,International Gothic,illustration
62800.jpg,Carlo Crivelli,Early Renaissance,religious painting
55873.jpg,Dante Gabriel Rossetti,Romanticism,genre painting
54028.jpg,Salvador Dali,Expressionism,genre painting
32866.jpg,Sandro Botticelli,Early Renaissance,religious painting
4853.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
76626.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
62092.jpg,Albrecht Durer,Northern Renaissance,portrait
67039.jpg,William-Adolphe Bouguereau,Realism,portrait
57356.jpg,Pablo Picasso,Expressionism,nude painting (nu)
18658.jpg,George Washington Lambert,Symbolism,self-portrait
44579.jpg,Carlo Crivelli,Early Renaissance,religious painting
20142.jpg,Utagawa Kuniyoshi,Ukiyo-e,battle painting
59507.jpg,Bernardo Bellotto,Rococo,cityscape
86077.jpg,Gustave Courbet,Realism,landscape
157.jpg,Jean-Michel Basquiat,Neo-Expressionism,figurative
22458.jpg,Adriaen van Ostade,Baroque,portrait
65045.jpg,Carlo Crivelli,Early Renaissance,religious painting
79580.jpg,Utagawa Kuniyoshi,Ukiyo-e,battle painting
40175.jpg,Vincent van Gogh,Post-Impressionism,religious painting
32089.jpg,Jacques-Louis David,Neoclassicism,mythological painting
56109.jpg,Salvador Dali,Surrealism,allegorical painting
41847.jpg,Carlo Crivelli,Early Renaissance,religious painting
42700.jpg,Hans Baldung,Northern Renaissance,genre painting
16355.jpg,Edouard Cortes,Post-Impressionism,cityscape
75225.jpg,Toshi Yoshida,Sōsaku hanga,cityscape
4522.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
33340.jpg,Henri Rousseau,Naïve Art (Primitivism),still life
56806.jpg,Jacopo Pontormo,Mannerism (Late Renaissance),religious painting
29887.jpg,Gustave Caillebotte,Impressionism,nude painting (nu)
33893.jpg,Frida Kahlo,Naïve Art (Primitivism),portrait
37557.jpg,Childe Hassam,Impressionism,landscape
97986.jpg,Titian,High Renaissance,religious painting
82795.jpg,Pierre-Paul Prud'hon,Romanticism,religious painting
100678.jpg,Balthus,Expressionism,sketch and study
31126.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
27119.jpg,Georges de la Tour,Tenebrism,genre painting
15329.jpg,Francisco Goya,Romanticism,genre painting
84813.jpg,Koloman Moser,Art Nouveau (Modern),sketch and study
46036.jpg,Jacek Malczewski,Art Nouveau (Modern),religious painting
9490.jpg,Utagawa Kuniyoshi,Ukiyo-e,mythological painting
58543.jpg,Fernand Leger,Cubism,portrait
88004.jpg,George Stubbs,Romanticism,genre painting
56271.jpg,Henri-Edmond Cross,Pointillism,landscape
84651.jpg,Jean-Michel Basquiat,Neo-Expressionism,figurative
34584.jpg,Ilka Gedo,Expressionism,figurative
15410.jpg,Carlo Crivelli,Early Renaissance,religious painting
8603.jpg,Manuel Rodriguez de Guzman,Costumbrismo,genre painting
10064.jpg,Ernest Meissonier,Academicism,genre painting
93913.jpg,Utagawa Kuniyoshi,Ukiyo-e,battle painting
93622.jpg,Shitao,Ink and wash painting,landscape
583.jpg,Pierre Bonnard,Post-Impressionism,nude painting (nu)
47403.jpg,Francisco Goya,Romanticism,genre painting
69904.jpg,Vincent van Gogh,Realism,landscape
41068.jpg,Balthus,Expressionism,nude painting (nu)
6914.jpg,Vincent van Gogh,Realism,animal painting
40512.jpg,Gustave Caillebotte,Impressionism,still life
36514.jpg,Pierre Puvis de Chavannes,Symbolism,allegorical painting
103122.jpg,Giovanni Boldini,Realism,portrait
38844.jpg,Utagawa Kuniyoshi,Ukiyo-e,mythological painting
1647.jpg,Max Slevogt,Impressionism,portrait
289.jpg,Ferdinand Hodler,Symbolism,landscape
47978.jpg,Pierre Bonnard,Post-Impressionism,design
79874.jpg,Dante Gabriel Rossetti,Symbolism,literary painting
9956.jpg,Vincent van Gogh,Realism,landscape
17496.jpg,Carl Spitzweg,Biedermeier,genre painting
46978.jpg,Andrea Mantegna,Early Renaissance,portrait
35091.jpg,Pablo Picasso,Symbolism,genre painting
97056.jpg,Vincent van Gogh,Cloisonnism,genre painting
65522.jpg,Albrecht Durer,Northern Renaissance,portrait
59083.jpg,William Holman Hunt,Symbolism,marina
93.jpg,N.C. Wyeth,Romanticism,illustration
72590.jpg,Domenico Veneziano,Early Renaissance,religious painting
51238.jpg,Ivan Aivazovsky,Romanticism,battle painting
98245.jpg,Vincent van Gogh,Realism,genre painting
23702.jpg,Konstantin Vasilyev,Symbolism,genre painting
95512.jpg,Francisco Goya,Romanticism,genre painting
10263.jpg,Duccio,Proto Renaissance,religious painting
89160.jpg,Caravaggio,Baroque,religious painting
84184.jpg,Arnold Böcklin,Symbolism,landscape
14921.jpg,Frida Kahlo,Naïve Art (Primitivism),self-portrait
83605.jpg,Mikhail Nesterov,Symbolism,symbolic painting
30603.jpg,Thomas Sully,Romanticism,history painting
97680.jpg,Gustav Klimt,Symbolism,portrait
53203.jpg,Lyonel Feininger,Expressionism,genre painting
87374.jpg,Max Ernst,Surrealism,symbolic painting
75219.jpg,Max Ernst,Surrealism,symbolic painting
23517.jpg,Carl Spitzweg,Biedermeier,genre painting
56494.jpg,Theodor Severin Kittelsen,Realism,cityscape
90282.jpg,Vincent van Gogh,Post-Impressionism,landscape
6946.jpg,Salvador Dali,Surrealism,allegorical painting
65844.jpg,Thomas Gainsborough,Rococo,portrait
45095.jpg,Pierre Bonnard,Post-Impressionism,cityscape
57028.jpg,Joseph Wright,Baroque,genre painting
51420.jpg,Aubrey Beardsley,Art Nouveau (Modern),illustration
15381.jpg,Hieronymus Bosch,Northern Renaissance,religious painting
93468.jpg,Yves Tanguy,Surrealism,landscape
48951.jpg,Marcus Larson,Romanticism,marina
56794.jpg,Vincent van Gogh,Post-Impressionism,landscape
52561.jpg,Utagawa Kuniyoshi,Ukiyo-e,mythological painting
6849.jpg,Vittore Carpaccio,High Renaissance,religious painting
32530.jpg,Titian,High Renaissance,religious painting
18122.jpg,Michelangelo,High Renaissance,sketch and study
86760.jpg,Pablo Picasso,Expressionism,genre painting
99995.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
64746.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
48375.jpg,Felix Vallotton ,Impressionism,landscape
100030.jpg,Amedeo Modigliani,Expressionism,portrait
98158.jpg,Gwen John,Post-Impressionism,portrait
87952.jpg,Giovanni Boldini,Realism,genre painting
2936.jpg,Edgar Degas,Impressionism,genre painting
62553.jpg,Jusepe de Ribera,Baroque,religious painting
36501.jpg,Vasily Surikov,Realism,sketch and study
24448.jpg,Romul Nutiu,Tachisme,abstract
102197.jpg,Clara Peeters,Baroque,still life
66215.jpg,Jean-Michel Basquiat,Neo-Expressionism,abstract
17901.jpg,Andrei Rublev,Byzantine,religious painting
60960.jpg,Vincent van Gogh,Realism,genre painting
32196.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
26987.jpg,Andrea Solario,High Renaissance,portrait
10737.jpg,Vincent van Gogh,Realism,sketch and study
38447.jpg,William Holman Hunt,Romanticism,landscape
11545.jpg,Henri Matisse,Fauvism,genre painting
70665.jpg,Gustave Caillebotte,Impressionism,portrait
87777.jpg,Henri Matisse,Expressionism,interior
56586.jpg,Zdislav Beksinski,Surrealism,symbolic painting
28271.jpg,Antoine Pesne,Baroque,portrait
15438.jpg,Gwen John,Post-Impressionism,portrait
65526.jpg,Pierre Bonnard,Intimism,genre painting
117.jpg,Adriaen van de Velde,Baroque,sketch and study
82696.jpg,Honore Daumier,Impressionism,genre painting
2856.jpg,Gustave Caillebotte,Impressionism,portrait
78531.jpg,Sir Lawrence Alma-Tadema,Romanticism,genre painting
55491.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
85037.jpg,Henri Matisse,Abstract Expressionism,nude painting (nu)
40611.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
44575.jpg,Jean Bertholle,Tachisme,abstract
19463.jpg,Jean-Michel Basquiat,Neo-Expressionism,figurative
51771.jpg,Norman Rockwell,Regionalism,genre painting
66510.jpg,Vincent van Gogh,Realism,genre painting
40651.jpg,Utagawa Kuniyoshi,Ukiyo-e,history painting
14297.jpg,Jacques-Louis David,Neoclassicism,mythological painting
23914.jpg,Edmund Charles Tarbell,Impressionism,portrait
94276.jpg,Edouard Manet,Impressionism,genre painting
62862.jpg,Utagawa Kuniyoshi,Ukiyo-e,genre painting
516.jpg,Gustave Caillebotte,Impressionism,landscape
8192.jpg,Edward Burne-Jones,Romanticism,genre painting
10183.jpg,Vincent van Gogh,Post-Impressionism,still life
16994.jpg,Sandro Botticelli,Early Renaissance,religious painting
83137.jpg,Nicolae Grigorescu,Realism,genre painting
93610.jpg,Albrecht Durer,Northern Renaissance,religious painting
35645.jpg,Antoine Pesne,Rococo,portrait
22087.jpg,Albrecht Durer,Northern Renaissance,religious painting
21558.jpg,Utagawa Kuniyoshi,Ukiyo-e,genre painting
37650.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
25744.jpg,Raoul Dufy,Cubism,animal painting
60635.jpg,Gwen John,Post-Impressionism,portrait
57999.jpg,Gustave Caillebotte,Impressionism,cityscape
87344.jpg,Gwen John,Post-Impressionism,portrait
58796.jpg,Utagawa Kuniyoshi,Ukiyo-e,genre painting
43284.jpg,William-Adolphe Bouguereau,Neoclassicism,portrait
10437.jpg,Utagawa Kuniyoshi,Ukiyo-e,portrait
90739.jpg,Louis Comfort Tiffany,Automatic Painting,design
12469.jpg,Romul Nutiu,Tachisme,abstract
9287.jpg,Salvador Dali,Surrealism,symbolic painting
55339.jpg,Gustave Caillebotte,Impressionism,genre painting
21093.jpg,Jusepe de Ribera,Baroque,religious painting
65032.jpg,Caravaggio,Baroque,religious painting
81278.jpg,Vincent van Gogh,Post-Impressionism,portrait
141.jpg,Alvaro Lapa,Abstract Expressionism,abstract
101166.jpg,Utagawa Kuniyoshi,Ukiyo-e,animal painting
86361.jpg,Romul Nutiu,Tachisme,abstract
5028.jpg,Gustav Klimt,Art Nouveau (Modern),allegorical painting
46929.jpg,Romul Nutiu,Tachisme,abstract
87065.jpg,Romul Nutiu,Tachisme,abstract
76025.jpg,Jean-Michel Basquiat,Neo-Expressionism,figurative
8581.jpg,Max Beckmann,Verism,self-portrait
37751.jpg,Gustave Caillebotte,Impressionism,genre painting
66954.jpg,Annibale Carracci,Baroque,sketch and study
58872.jpg,Paul Cezanne,Impressionism,flower painting
53794.jpg,Ivan Bilibin,Art Nouveau (Modern),illustration
90018.jpg,Winslow Homer,Realism,genre painting
37487.jpg,Romul Nutiu,Tachisme,abstract
80374.jpg,Andrea Solario,High Renaissance,religious painting
9640.jpg,Salvador Dali,Surrealism,symbolic painting
23109.jpg,Leonardo da Vinci,High Renaissance,religious painting
70689.jpg,Romul Nutiu,Tachisme,figurative
68915.jpg,John William Godward,Neoclassicism,nude painting (nu)
60282.jpg,Vladimir Borovikovsky,Rococo,portrait
54301.jpg,Henri Matisse,Fauvism,genre painting
15620.jpg,John Ruskin,Romanticism,sketch and study
14133.jpg,Jean Auguste Dominique Ingres,Neoclassicism,portrait
53214.jpg,Limbourg brothers,International Gothic,illustration
84400.jpg,Vincent van Gogh,Post-Impressionism,portrait
31498.jpg,Georgia O'Keeffe,Precisionism,flower painting
99657.jpg,Franz Xaver Winterhalter,Neo-Rococo,portrait
39802.jpg,John Everett Millais,Romanticism,portrait
86944.jpg,Margareta Sterian,Expressionism,flower painting
73608.jpg,Paul Signac,Pointillism,landscape
8110.jpg,Salvador Dali,Surrealism,symbolic painting
43869.jpg,Alexander Ivanov,Academicism,religious painting
96590.jpg,Ferdinand Hodler,Art Nouveau (Modern),symbolic painting
98855.jpg,Henri Matisse,Post-Impressionism,portrait
93169.jpg,John William Godward,Neoclassicism,nude painting (nu)
95794.jpg,Jacob Jordaens,Baroque,allegorical painting
16366.jpg,David Kakabadze,Abstract Art,abstract
49251.jpg,Henri Matisse,Orientalism,genre painting
28145.jpg,Francesco Hayez,Orientalism,genre painting
41548.jpg,Pierre-Paul Prud'hon,Romanticism,portrait
15245.jpg,Vincent van Gogh,Post-Impressionism,sketch and study
40947.jpg,Konrad Witz,Northern Renaissance,religious painting
47479.jpg,Utagawa Kuniyoshi,Ukiyo-e,battle painting
60480.jpg,Sandro Botticelli,Early Renaissance,religious painting
96030.jpg,Limbourg brothers,International Gothic,illustration
80240.jpg,Romul Nutiu,Art Informel,abstract
68541.jpg,Vincent van Gogh,Post-Impressionism,portrait
91367.jpg,Vincent van Gogh,Post-Impressionism,flower painting
35817.jpg,Olle Baertling,Concretism,abstract
170.jpg,John William Godward,Neoclassicism,genre painting
57962.jpg,Max Ernst,Metaphysical art,symbolic painting
21083.jpg,Dante Gabriel Rossetti,Romanticism,genre painting
45052.jpg,Henri Matisse,Post-Impressionism,nude painting (nu)
101714.jpg,Utagawa Kuniyoshi,Ukiyo-e,allegorical painting
16831.jpg,Hans Holbein the Younger,Northern Renaissance,portrait
20520.jpg,Albrecht Durer,Northern Renaissance,religious painting
67927.jpg,Georges de la Tour,Tenebrism,religious painting
94995.jpg,Hans Holbein the Younger,Northern Renaissance,portrait
71694.jpg,John William Godward,Neoclassicism,portrait
70502.jpg,Allan Ramsay,Rococo,portrait
34358.jpg,Hieronymus Bosch,Northern Renaissance,religious painting
9211.jpg,Romul Nutiu,Tachisme,abstract
101000.jpg,Sven Jonson,Surrealism,landscape
40571.jpg,Romul Nutiu,Tachisme,abstract
47157.jpg,Giorgio Vasari,Mannerism (Late Renaissance),portrait
42081.jpg,Pietro Perugino,High Renaissance,religious painting
12508.jpg,Edgar Degas,Impressionism,genre painting
19761.jpg,Vincent van Gogh,Realism,sketch and study
78219.jpg,Claude Monet,Impressionism,landscape
60387.jpg,Giovanni Battista Tiepolo,Rococo,religious painting
28104.jpg,Vincent van Gogh,Post-Impressionism,genre painting
91457.jpg,Roger de La Fresnaye,Cubism,nude painting (nu)
